LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 2d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       2

lattice         sq ${density}
lattice         sq 1.04
Lattice spacing in x,y,z = 0.98058068 0.98058068 0.98058068
region          box block 0 20 0 20 -0.5 0.5
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 -0.49029034) to (19.611614 19.611614 0.49029034)
  4 by 2 by 1 MPI processor grid
create_atoms    1 box
Created 400 atoms
  using lattice units in orthogonal box = (0 0 -0.49029034) to (19.611614 19.611614 0.49029034)
  create_atoms CPU = 0.001 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 31 31 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/2d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.048 | 3.048 | 3.048 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     17500   3.0948264      2.0171668      0              5.1042561      39.855939    
     18000   2.9823579      1.4530639      0              4.4279658      32.198075    
     18500   2.9017847      1.8149131      0              4.7094434      35.905339    
     19000   3.1775288      1.7134718      0              4.8830568      35.382385    
     19500   3.1864567      1.8715138      0              5.0500044      38.063335    
     20000   2.7309742      1.6513795      0              4.3755263      33.658517    
     20500   2.9750792      1.5730233      0              4.5406648      33.48092     
     21000   2.8591628      1.3904166      0              4.2424315      30.4548      
     21500   2.9494551      1.5822566      0              4.5243381      32.434717    
     22000   2.8746695      1.7981505      0              4.6656333      36.256345    
     22500   3.0038674      1.6272541      0              4.6236118      34.192814    
     23000   3.0323177      1.7302244      0              4.7549613      35.561389    
     23500   2.8557237      1.7523237      0              4.6009081      35.179482    
     24000   2.964781       1.4940156      0              4.4513846      32.31437     
     24500   3.0260884      1.5334554      0              4.5519786      32.613912    
     25000   3.0771333      1.5616523      0              4.6310928      32.981613    
     25500   3.3913449      1.601531       0              4.9843975      33.40015     
     26000   3.0879453      1.561146       0              4.6413715      33.590794    
     26500   3.0745662      1.5675413      0              4.6344211      32.297742    
     27000   2.9535319      1.5525188      0              4.4986669      33.037499    
     27500   2.8288593      1.7769306      0              4.5987177      35.879302    
     28000   3.0843721      1.7187353      0              4.7953964      35.71234     
     28500   3.2878263      1.6811804      0              4.9607872      34.717215    
     29000   3.0243573      2.1378764      0              5.1546728      40.732101    
     29500   2.9315974      1.8362339      0              4.7605023      37.381878    
     30000   3.0061809      2.0136093      0              5.0122748      39.722292    
     30500   2.8501585      1.5582651      0              4.4012983      33.198829    
     31000   2.9491037      1.6428891      0              4.5846201      33.793997    
     31500   2.997874       1.8019309      0              4.7923102      36.229047    
     32000   3.2241966      1.7987324      0              5.0148685      36.197484    
     32500   3.1349528      1.8292062      0              4.9563215      36.925032    
     33000   2.9243172      1.7513402      0              4.6683466      35.114221    
     33500   3.2085058      1.5289709      0              4.7294555      32.95976     
     34000   2.8918288      1.6520004      0              4.5365996      34.463024    
     34500   2.8606044      1.762995       0              4.6164479      35.23387     
     35000   2.9928073      1.5223167      0              4.507642       32.848104    
     35500   2.8437092      1.9219856      0              4.7585855      37.02877     
     36000   2.7765295      1.5888148      0              4.358403       32.954466    
     36500   2.9168969      1.6407801      0              4.5503847      33.859524    
     37000   2.8144362      1.8634228      0              4.6708229      37.42919     
     37500   2.8940944      1.7408252      0              4.6276843      36.002452    
     38000   2.8405325      1.8444648      0              4.6778959      36.655518    
     38500   2.7914957      1.8797623      0              4.6642792      38.036717    
     39000   3.0480132      1.7362127      0              4.7766059      35.050349    
     39500   3.2014824      1.5181304      0              4.7116091      32.605889    
     40000   3.3277694      1.5471004      0              4.8665503      33.504822    
     40500   2.8005302      1.5986792      0              4.3922081      33.804617    
     41000   3.0975055      1.4848206      0              4.5745823      31.924344    
     41500   2.961047       1.5090553      0              4.4626997      32.32996     
     42000   2.7425234      1.6750955      0              4.4107626      34.11452     
     42500   2.9702904      1.4526126      0              4.4154773      31.172573    
     43000   2.7796069      1.5902689      0              4.3629267      32.828172    
     43500   2.9521353      1.6563308      0              4.6010858      34.823207    
     44000   3.127052       1.8280367      0              4.9472711      36.769964    
     44500   3.1987488      1.7161051      0              4.906857       35.557417    
     45000   3.0053361      1.4468961      0              4.4447189      31.946748    
     45500   2.8413708      1.620994       0              4.4552614      34.730864    
     46000   3.0248299      1.833132       0              4.8503998      37.255049    
     46500   3.1434116      1.9602389      0              5.095792       38.694153    
     47000   3.1979372      2.02505        0              5.2149923      39.877623    
     47500   2.9136215      1.5887315      0              4.495069       33.274297    
     48000   3.0822439      1.7023848      0              4.7769231      35.090345    
     48500   2.8944392      1.5925432      0              4.4797463      32.978242    
     49000   2.8945271      1.5087819      0              4.3960727      32.654468    
     49500   2.7406909      1.6253062      0              4.3591454      33.178297    
     50000   2.9556116      1.7511019      0              4.6993245      34.273833    
Loop time of 0.986907 on 8 procs for 50000 steps with 400 atoms

Performance: 43773100.877 tau/day, 50663.311 timesteps/s, 20.265 Matom-step/s
99.1% CPU use with 8 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.087173   | 0.089216   | 0.093002   |   0.6 |  9.04
Neigh   | 0.10379    | 0.10527    | 0.10822    |   0.4 | 10.67
Comm    | 0.50272    | 0.52221    | 0.54005    |   1.8 | 52.91
Output  | 0.0011963  | 0.0017411  | 0.005493   |   3.4 |  0.18
Modify  | 0.12786    | 0.14986    | 0.16967    |   4.2 | 15.18
Other   |            | 0.1186     |            |       | 12.02

Nlocal:             50 ave          52 max          46 min
Histogram: 1 0 0 1 0 0 2 0 2 2
Nghost:             46 ave          51 max          43 min
Histogram: 1 2 1 1 0 1 1 0 0 1
Neighs:        140.875 ave         149 max         129 min
Histogram: 1 1 0 0 0 1 1 1 1 2

Total # of neighbors = 1127
Ave neighs/atom = 2.8175
Neighbor list builds = 16872
Dangerous builds = 0

unfix 1
dump           1 all atom ${run_steps} 2dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d1.04_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d1.04_N100000.lammpstrj
dump           2 all dcd ${thermo_time} 2dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d1.04_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d1.04_N100000.dcd
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 1

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.072 | 3.072 | 3.072 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   2.9556116      1.7511019      0              4.6993245      34.273833    
     50500   3.0162592      1.8079512      0              4.8166698      36.61368     
     51000   3.1119948      1.6861547      0              4.7903695      35.180005    
     51500   2.7430258      1.6968024      0              4.4329707      35.200655    
     52000   2.9467725      1.5398111      0              4.4792167      32.897485    
     52500   2.8204344      1.6198311      0              4.4332144      33.171701    
     53000   3.0134859      1.4903612      0              4.4963134      32.351723    
     53500   2.9931157      1.8451792      0              4.8308121      37.164468    
     54000   3.1133104      1.5421385      0              4.6476656      32.968669    
     54500   3.0406399      1.7178152      0              4.7508535      35.626237    
     55000   2.9940254      1.7351859      0              4.7217262      34.829952    
     55500   2.9779718      1.6166745      0              4.5872014      33.521446    
     56000   2.9719833      1.8089979      0              4.7735512      36.404749    
     56500   2.9469456      1.4123299      0              4.3519081      30.375699    
     57000   2.9362096      1.596343       0              4.525212       32.601313    
     57500   2.8927657      1.8250358      0              4.7105696      36.625961    
     58000   2.830558       1.3731866      0              4.1966682      30.77392     
     58500   2.6660973      1.4947821      0              4.1542141      32.45436     
     59000   2.6657233      1.3216237      0              3.9806827      29.168015    
     59500   2.7240771      1.4075099      0              4.1247768      30.666525    
     60000   2.7338954      1.3729115      0              4.0999722      30.260846    
     60500   2.4763467      1.5115629      0              3.9817187      32.266849    
     61000   2.5172574      1.3132911      0              3.8242553      29.282343    
     61500   2.3653237      1.4060361      0              3.7654465      29.68072     
     62000   2.4725353      1.4254479      0              3.8918019      30.831562    
     62500   2.7868047      1.4494849      0              4.2293226      31.104195    
     63000   2.8290138      1.3302352      0              4.1521764      29.252376    
     63500   2.6547229      1.434333       0              4.082419       31.20216     
     64000   2.6207351      1.2047973      0              3.8189806      27.801365    
     64500   2.5889438      1.2989072      0              3.8813786      28.377001    
     65000   2.7208675      1.2869134      0              4.0009787      28.417699    
     65500   2.8209945      1.386123       0              4.200065       30.244921    
     66000   2.4124874      1.2253699      0              3.6318261      27.401841    
     66500   2.4023082      1.5022674      0              3.8985698      32.056145    
     67000   2.4004899      1.626914       0              4.0214027      32.561865    
     67500   2.6410381      1.3383519      0              3.9727874      29.550165    
     68000   2.6648539      1.3035172      0              3.9617091      28.725493    
     68500   2.459706       1.2009237      0              3.6544805      27.868572    
     69000   2.4142728      1.205854       0              3.6140912      27.796945    
     69500   2.364544       1.3882418      0              3.7468744      30.030711    
     70000   2.542648       1.1067721      0              3.6430635      25.920166    
     70500   2.4086879      1.0922643      0              3.4949304      25.982206    
     71000   2.305554       1.2655456      0              3.5653357      27.81974     
     71500   2.5563195      1.3067707      0              3.8566994      28.770834    
     72000   2.686691       1.2056406      0              3.8856149      27.407083    
     72500   2.3584895      1.0606534      0              3.4132467      25.397801    
     73000   2.299959       1.235026       0              3.5292351      28.118008    
     73500   2.1317237      1.2045252      0              3.3309196      27.184188    
     74000   2.334821       1.116933       0              3.445917       25.483405    
     74500   2.2358917      1.1752079      0              3.4055099      26.839287    
     75000   2.1805796      1.1214984      0              3.2966265      25.52287     
     75500   2.1180616      1.0849504      0              3.1977169      25.445687    
     76000   2.2378122      1.1430115      0              3.3752291      25.796523    
     76500   2.4382867      1.1113557      0              3.5435467      26.047779    
     77000   2.3075378      1.2045336      0              3.5063025      27.287365    
     77500   2.3586261      1.1485929      0              3.5013225      26.251053    
     78000   2.2464349      1.1893777      0              3.4301965      26.949226    
     78500   2.3706997      1.0305414      0              3.3953144      24.323521    
     79000   2.255179       1.0749192      0              3.3244603      25.141641    
     79500   2.2352359      1.0200745      0              3.2497223      24.510171    
     80000   2.0495698      1.1432167      0              3.1876626      26.221386    
     80500   2.0715435      0.83125457     0              2.8976192      21.315724    
     81000   1.9882549      1.0290703      0              3.0123546      24.775723    
     81500   2.1212594      0.9424177      0              3.0583739      22.891663    
     82000   1.9154308      0.89710817     0              2.8077504      22.093033    
     82500   1.8972986      1.0080646      0              2.90062        24.425152    
     83000   1.9780795      0.96801336     0              2.9411476      23.599235    
     83500   1.8742456      1.0663456      0              2.9359056      24.979628    
     84000   1.8887363      0.96928226     0              2.8532967      23.660076    
     84500   1.984904       0.95363937     0              2.9335811      22.904961    
     85000   1.9058354      0.93589918     0              2.83697        22.820351    
     85500   2.0215561      0.88190417     0              2.8984064      22.428136    
     86000   1.865222       1.0729633      0              2.9335222      24.416657    
     86500   2.1068262      0.91709298     0              3.0186521      22.678886    
     87000   1.9307555      1.0319578      0              2.9578863      23.991905    
     87500   1.9362753      0.94530682     0              2.8767414      22.683383    
     88000   1.8916078      0.9061775      0              2.7930563      22.070873    
     88500   1.7114759      0.81193301     0              2.5191302      20.473229    
     89000   1.7696672      0.89413848     0              2.6593815      22.176514    
     89500   1.7848841      0.98521323     0              2.7656351      23.326175    
     90000   1.7895601      0.85089529     0              2.6359815      20.655008    
     90500   1.8312402      0.82518616     0              2.6518482      21.319109    
     91000   1.6712557      0.8751105      0              2.542188       21.649818    
     91500   1.7124926      0.94007892     0              2.6482903      22.354707    
     92000   1.7801144      0.86757802     0              2.6432421      21.439846    
     92500   1.9103145      0.89752141     0              2.8030601      22.784028    
     93000   1.8744682      0.88864646     0              2.7584285      22.466121    
     93500   1.7581833      0.97174924     0              2.7255371      23.432792    
     94000   1.7991777      0.89538719     0              2.6900669      21.84322     
     94500   1.7807565      0.82527091     0              2.6015755      20.753893    
     95000   1.7287514      0.76852872     0              2.4929583      19.919927    
     95500   1.5797677      0.79796069     0              2.373779       20.448595    
     96000   1.669132       0.78769314     0              2.4526523      19.704122    
     96500   1.5475102      0.838318       0              2.3819595      21.083853    
     97000   1.6644704      0.8027226      0              2.4630318      20.57176     
     97500   1.7165347      0.82448781     0              2.5367312      21.682058    
     98000   1.6926275      0.83936829     0              2.5277642      21.144475    
     98500   1.6704479      0.75928085     0              2.4255526      19.874609    
     99000   1.6268708      0.71252552     0              2.3353291      19.342854    
     99500   1.6017124      0.74867529     0              2.3463834      19.577701    
    100000   1.6385537      0.71887334     0              2.3533307      18.834569    
    100500   1.7365369      0.66093336     0              2.3931289      18.318538    
    101000   1.5736333      0.78156703     0              2.3512663      19.63849     
    101500   1.503895       0.79974736     0              2.2998827      20.041084    
    102000   1.4340897      0.70323039     0              2.1337349      18.662985    
    102500   1.4047607      0.69462123     0              2.09587        18.595213    
    103000   1.4063909      0.60350023     0              2.0063751      16.168212    
    103500   1.4971712      0.59021903     0              2.0836473      16.693551    
    104000   1.4416967      0.62536186     0              2.0634543      17.499317    
    104500   1.3801675      0.65719415     0              2.0339112      18.181128    
    105000   1.3520472      0.66724865     0              2.0159157      17.91219     
    105500   1.3195332      0.71198948     0              2.0282238      18.384941    
    106000   1.3513788      0.67555593     0              2.0235563      18.363643    
    106500   1.4579132      0.59586649     0              2.0501349      17.181868    
    107000   1.4555376      0.66509832     0              2.1169971      18.184028    
    107500   1.2773811      0.6683624      0              1.9425501      18.059255    
    108000   1.36842        0.60778452     0              1.9727834      16.858552    
    108500   1.2285053      0.6583255      0              1.8837595      17.746799    
    109000   1.2779456      0.57145174     0              1.8462024      16.76429     
    109500   1.2904525      0.6452064      0              1.9324328      17.276938    
    110000   1.2875751      0.5908785      0              1.8752346      16.619046    
    110500   1.20006        0.57772032     0              1.7747802      16.078168    
    111000   1.1848002      0.47927201     0              1.6611102      14.606632    
    111500   1.2103116      0.50457316     0              1.711859       14.836012    
    112000   1.2302776      0.48626734     0              1.7134693      15.256485    
    112500   1.1102553      0.57400925     0              1.6814889      16.003535    
    113000   1.1177013      0.57750305     0              1.6924101      16.099409    
    113500   1.0727369      0.55458575     0              1.6246408      15.696722    
    114000   1.1075969      0.44110836     0              1.5459363      13.297076    
    114500   1.0945492      0.47238708     0              1.5641999      14.2818      
    115000   1.1512556      0.4965291      0              1.6449066      14.726836    
    115500   1.1467504      0.4806722      0              1.6245557      14.262385    
    116000   1.128639       0.53539547     0              1.6612129      15.177935    
    116500   1.0728453      0.48677996     0              1.5569431      13.936466    
    117000   1.1023979      0.47558154     0              1.5752234      14.091735    
    117500   1.0911411      0.51032796     0              1.5987412      14.746729    
    118000   1.0303947      0.60179635     0              1.6296151      16.633164    
    118500   0.99536924     0.47419775     0              1.4670786      13.803589    
    119000   0.95107181     0.47881055     0              1.4275047      14.587322    
    119500   0.96656838     0.42851229     0              1.3926642      13.218558    
    120000   0.92802267     0.40530317     0              1.3310058      12.819198    
    120500   0.95725917     0.38092711     0              1.3357931      12.15925     
    121000   0.82567852     0.43684347     0              1.2604578      13.115346    
    121500   0.87515341     0.43160078     0              1.3045663      13.018981    
    122000   0.8719008      0.39655906     0              1.2662801      12.675831    
    122500   0.80819891     0.41521608     0              1.2213945      13.211943    
    123000   0.84010111     0.35483992     0              1.1928408      11.673338    
    123500   0.83543872     0.40348907     0              1.2368392      12.828385    
    124000   0.82945626     0.32045716     0              1.1478398      10.792207    
    124500   0.82382539     0.35620798     0              1.1779738      11.549778    
    125000   0.76234745     0.35980706     0              1.1202486      11.743296    
    125500   0.83981042     0.29657461     0              1.1342855      10.608014    
    126000   0.77369377     0.31335012     0              1.0851097      10.506552    
    126500   0.78424686     0.30940777     0              1.091694       10.45488     
    127000   0.71484513     0.31703637     0              1.0300944      10.808288    
    127500   0.76568272     0.2842903      0              1.0480588      9.9447883    
    128000   0.70184397     0.28585285     0              0.98594221     10.302529    
    128500   0.69281788     0.32754605     0              1.0186319      10.989945    
    129000   0.69221977     0.28210466     0              0.97259388     10.061985    
    129500   0.66497639     0.30054949     0              0.96386343     10.550369    
    130000   0.67412901     0.2672268      0              0.93967049     9.5682616    
    130500   0.66552005     0.23712015     0              0.9009764      9.2897589    
    131000   0.64723553     0.2215819      0              0.86719934     8.3454748    
    131500   0.68108784     0.24425204     0              0.92363716     9.1402582    
    132000   0.64909788     0.29198974     0              0.93946487     10.068638    
    132500   0.67618939     0.22511685     0              0.89961577     8.4426246    
    133000   0.62983964     0.25189247     0              0.8801575      9.1315332    
    133500   0.6198798      0.22343258     0              0.84176268     8.3620874    
    134000   0.58600159     0.21500378     0              0.79954037     8.2700107    
    134500   0.57565899     0.21092754     0              0.78514738     8.1942174    
    135000   0.55837882     0.19598438     0              0.75296725     7.7956393    
    135500   0.52350613     0.19077625     0              0.71297361     7.3395102    
    136000   0.51950701     0.16720005     0              0.68540829     7.0081411    
    136500   0.47025152     0.19581003     0              0.66488592     7.9146209    
    137000   0.46818144     0.17735872     0              0.64436971     7.3046744    
    137500   0.46324986     0.14748138     0              0.60957311     6.3310568    
    138000   0.45981753     0.16332673     0              0.62199472     6.6634178    
    138500   0.46502359     0.16422809     0              0.62808912     6.7913418    
    139000   0.43790905     0.15168311     0              0.58849739     6.5586047    
    139500   0.42694602     0.16917204     0              0.5950507      6.9355538    
    140000   0.39491523     0.1255596      0              0.51948755     5.8960692    
    140500   0.35761465     0.13876735     0              0.49548797     6.0070681    
    141000   0.35080946     0.11627923     0              0.46621167     5.4142128    
    141500   0.35017779     0.10967587     0              0.45897821     5.2804407    
    142000   0.33270589     0.11657827     0              0.44845239     5.5450889    
    142500   0.33534166     0.10831206     0              0.44281536     5.2834593    
    143000   0.31940665     0.099405638    0              0.41801377     4.8667996    
    143500   0.30229013     0.10227986     0              0.40381427     4.8641458    
    144000   0.26374502     0.092294989    0              0.35538064     4.5258572    
    144500   0.2709148      0.075715613    0              0.34595313     4.2559474    
    145000   0.22799019     0.070849464    0              0.29826968     3.9284487    
    145500   0.23657206     0.06412892     0              0.30010955     3.6552355    
    146000   0.22839053     0.063451359    0              0.29127092     3.564141     
    146500   0.18848366     0.066719702    0              0.25473215     3.7459634    
    147000   0.20645571     0.046490776    0              0.25243035     2.9631995    
    147500   0.15986875     0.044804051    0              0.20427313     2.9694653    
    148000   0.15781193     0.043117175    0              0.20053458     2.8742163    
    148500   0.14078623     0.04602762     0              0.18646188     2.9026982    
    149000   0.12198618     0.03690256     0              0.15858377     2.5366231    
    149500   0.1134384      0.030200377    0              0.14335518     2.3675088    
    150000   0.1035087      0.021664718    0              0.12491465     1.8838591    
Loop time of 1.81792 on 8 procs for 100000 steps with 400 atoms

Performance: 47526886.234 tau/day, 55007.970 timesteps/s, 22.003 Matom-step/s
99.4% CPU use with 8 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.15949    | 0.16314    | 0.16869    |   0.8 |  8.97
Neigh   | 0.13609    | 0.13842    | 0.1424     |   0.5 |  7.61
Comm    | 0.93908    | 0.97974    | 1.0183     |   2.8 | 53.89
Output  | 0.014797   | 0.014914   | 0.015501   |   0.2 |  0.82
Modify  | 0.25026    | 0.2983     | 0.33843    |   6.2 | 16.41
Other   |            | 0.2234     |            |       | 12.29

Nlocal:             50 ave          54 max          47 min
Histogram: 1 1 1 0 3 0 0 1 0 1
Nghost:         46.125 ave          48 max          43 min
Histogram: 1 0 1 0 1 0 1 0 1 3
Neighs:        148.875 ave         163 max         134 min
Histogram: 1 0 1 0 2 0 2 1 0 1

Total # of neighbors = 1191
Ave neighs/atom = 2.9775
Neighbor list builds = 23775
Dangerous builds = 0
Total wall time: 0:00:02
